  ,Mean,SD,
admiration,0.0021514242348908,0.0939804684657711
affection,-0.0199079409109346,0.103698123402742
aggravation,0.0178451214884792,0.100230997913957
aggression,0.0207392845460374,0.0903788934565838
agitation,0.00807487013751686,0.0704486429944653
alarm,0.00844501550499169,0.0888846206991486
alienation,0.0280737553482408,0.0765022053343223
amusement,-0.0284997474714434,0.0952482384045941
anger,0.00329449016708755,0.0874206210592777
animosity,0.0214979549112225,0.0759857165770795
annoyance,-0.00278182971986341,0.0933526981885718
antagonism,0.015885235584283,0.0773640362093606
anticipation,0.0150369581430646,0.072440306335242
antipathy,0.0235015190966543,0.0907711862335742
anxiety,0.00656455833671346,0.0842640719888175
apathy,0.0226490402606409,0.0868090053496543
apprehension,0.0156517147081529,0.0723937465738092
approval,-0.0281003990736258,0.0775696209848185
astonishment,0.0207602993706413,0.0726258400580051
attachment,-0.0214829366585107,0.0737222055322486
awe,0.0247346435160349,0.0856709741386202
belonging,-0.00461323485155768,0.0807379099486929
benevolence,0.0133041084956887,0.0756654374516533
boredom,-0.00538498698104074,0.0910050313913757
calm,-0.00306693707721094,0.0809261491548439
calmness,-0.0114038363405603,0.0902475603910326
cheerfulness,0.00959872296439739,0.0851851311645687
chill,-0.0200340023813574,0.0891503498216102
closeness,0.0184181820560797,0.0703362665314441
comfort,-0.0110269355070852,0.0909205594840779
compassion,0.00905537048425295,0.07163067157468
compatibility,-0.0265493097988931,0.0886720718579022
complacency,0.0367952359768145,0.0744751583847721
concern,-0.00130139610347128,0.0739317941666012
confidence,-0.0311825650620854,0.0991706889550708
confusion,0.0177191620762296,0.0777981819110768
contempt,0.0131782210475355,0.0842673671521896
contentment,-0.0045871485208107,0.0948662937359256
coolness,0.0294473798526698,0.0807385927473068
courage,-0.0107634998102765,0.0863653994142777
cruelty,0.0199174650319913,0.0840168409647327
cynicism,0.0293338126578304,0.105912210300834
defeatism,0.0685130529786594,0.104382655532658
delight,-0.00292632577492245,0.099914006213036
depression,-0.00135651275072945,0.0879000538078464
despair,0.0118741020843419,0.0872336586955314
despondency,0.0247185235584283,0.0799864620514557
devotion,-0.014863995708323,0.0917452836236778
disappointment,0.0185745325604826,0.0842286834142802
disapproval,0.0112367422507752,0.0845323845692025
discouragement,0.0194645845054758,0.0847951248511997
disgust,0.00844842791160192,0.0858812455651049
dislike,0.0186828332918995,0.0876144905435183
displeasure,0.00896757428657412,0.0816966439918347
distress,0.00180038991455899,0.0913611250969216
doubt,0.0214530231462703,0.0648679005206118
eagerness,0.0278505973020006,0.0742827660491032
earnestness,0.00102350085702696,0.0788688214724076
easiness,0.0540263781124472,0.0898523130203133
ecstasy,0.0186977978986484,0.066783201996229
elation,0.0217306815654154,0.0766202664713813
embarrassment,0.00897072369712274,0.0890589440317728
emotion,0.00670508589896242,0.074181459748492
empathy,0.0147069883679851,0.0775361834570191
encouragement,-0.020668074109935,0.0836688213693596
enthusiasm,0.00407859787771338,0.0880617608018531
envy,0.0300819906577518,0.0815465611632829
esteem,0.00374949428866762,0.0765236159942156
euphoria,0.0298431941591322,0.077796353194908
excitement,-0.00361065330315203,0.0940243398042457
exhilaration,0.00626158425687257,0.0806268206046445
exuberance,0.0286357897078258,0.0773536963061382
exultation,0.0733618367854292,0.103945426982057
fear,0.00628602980622032,0.0886645085665348
fearlessness,0.0592454276629987,0.0873831914340991
fever,-0.000143811741923675,0.0866348286030629
fondness,-0.00180421709605244,0.096341455412889
foreboding,0.0356710966019862,0.0765490995627633
forgiveness,0.0194008491763382,0.0677629686952844
friendliness,-0.0162222486817486,0.0907373917494106
frustration,0.0212217881115313,0.0872554546596643
fulfillment,-0.0239712588483128,0.0887722336047629
fury,0.000471486516545192,0.086789441110128
gladness,0.00117301084695201,0.0945288718022779
gloom,0.00476962853441847,0.089084217526369
gratefulness,0.0115359061588182,0.0785581947184822
gratification,-0.0196819056092742,0.0939418722850745
gratitude,-0.0124886532246457,0.0889911027785823
grief,-0.00143379433969669,0.0851959500885794
guilt,0.0194068496735447,0.0873915889591018
happiness,-0.00698898687636569,0.0973479136666178
harassment,0.0208488099755322,0.0910535158824222
hate,0.028443013594672,0.0886906013871294
helplessness,0.01364562131184,0.0832205486283277
hilarity,0.045821941198791,0.088452616465837
hope,-0.00892765122273541,0.0919285320423605
hopelessness,0.0136991338139663,0.0860425658145629
horror,0.00033475604171301,0.088083121910339
hostility,0.0151986012796525,0.0797945115663079
humility,0.0269942193203972,0.0788754906745689
hurt,0.00622495714865167,0.0924001286474501
hysteria,0.0303696808719431,0.0825659865275701
impatience,0.0173109568607953,0.073783534348251
indifference,0.0239462650633938,0.0845565129171544
indignation,0.00617266934460335,0.0876569060000067
ingratitude,0.0680361560704986,0.104948587743713
insecurity,0.0157628233477698,0.0882019763787215
interest,-0.0150129535373624,0.0774356564152674
intoxication,0.0235135737370301,0.070071407374588
irritation,-0.000475674826959063,0.0908887312914431
isolation,0.0139445025972496,0.0833452598454367
jealousy,0.0238991769924241,0.093173191389905
joy,0.00207412563622805,0.0970048571504384
levity,0.0341649665694061,0.0753553347194307
liking,-0.00235153021837833,0.0932248351690415
lividity,0.038980120899682,0.0870283729331266
love,-0.00622024415455271,0.0982726929804032
loyalty,-0.014096022348123,0.0814575786254457
malevolence,0.0475409501877609,0.0993734452877062
malice,0.0219561293783611,0.093479793292804
meekness,0.0458032252999594,0.083743647051067
melancholy,0.0342471626519424,0.0985026689476606
merriment,0.0204983199654572,0.0949357587331643
misery,0.0221898726889712,0.0845240534955062
misogyny,0.0482185942140866,0.0901099642567851
mourning,0.0187136156070499,0.085563636169543
oppression,-3.56209193086148e-05,0.0855151177784695
optimism,-0.0130980700537768,0.0960180195609605
panic,0.00859129757808105,0.0908165332376978
peace,0.00647459013175971,0.0868765877157411
pessimism,0.0229164666937077,0.100773447814141
pity,0.0087527156633127,0.0910097472224613
playfulness,0.0510421618014576,0.0913143845949659
pleasure,-0.00281084956886965,0.100438949503873
politeness,-0.00320490010074974,0.0776569712840058
powerlessness,0.0161203828489932,0.0784455673473552
pride,0.0267691051591715,0.0631079888795649
radiance,0.0201959242152642,0.0879816050240321
regard,-0.0489678241982546,0.104165695204802
rejoicing,0.00900529655749932,0.0953503669767984
relaxed,-0.0102734609496644,0.0868853735355696
relieved,-0.00184463736637578,0.0807631645633681
repentance,0.0292931634108365,0.0789766602330339
repugnance,0.0226707956612192,0.0858756245929052
resentment,0.0167365289753621,0.0837392357815272
resignation,0.0144677038219477,0.0863817998751064
reverence,0.0264811768092428,0.0852862539368261
sadness,-0.00197650568516362,0.0886604946339566
satisfaction,-0.0190907362581287,0.0956564249161292
scare,0.0214662710822092,0.093813491735976
serene,-0.00849769191516089,0.105531457846221
shame,0.00775029636123359,0.0923803629820493
shock,0.0211716919413296,0.0786473155164825
shyness,0.0485239431091107,0.0822977085956062
smugness,0.068283429939681,0.0977223646144076
sorrow,-0.000443479398641849,0.0864824546961486
stress,0.00918957043976605,0.0733675302627423
surprise,-0.00546904366257998,0.0913344032403567
surprised,0.0335662763159616,0.07689914972234
suspense,0.0227062464835726,0.0692653724494255
sympathy,-0.00710553076792234,0.0904334412661899
tenderness,-0.0121270310230678,0.0951318152107079
tension,-0.00138836275138367,0.0709259554411002
timidity,0.0484989022204195,0.0828181629978546
togetherness,0.00999898726889713,0.0962355377667166
tranquillity,0.00374958064558335,0.0796645555630217
trepidation,0.0165821986994125,0.0748557184604585
trust,-0.0151727190652518,0.0893336807823124
unhappiness,0.00709519803210907,0.0860566305876136
unrest,-0.00358504716919414,0.0808811783337793
warpath,0.0234753568764965,0.0744379095722184
weakness,0.00365387624792285,0.0846721824980601
withdrawal,0.00297415442186663,0.0738449570087483
woe,0.013919567692046,0.0805160580875395
worry,0.0147915710416476,0.0958566709323552
wrath,-0.00030420139479502,0.0831322178108217

